,Tweet,Avg,totalwords,word_count,char_count,avg_word,stopwords,hastags,numerics,upper,Sentiment
494,ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune ipod generation,0.0,10,10,97,8.8,0,7,0,8,Positive
495,dynamictim trustworthy company,0.0,6,6,44,6.5,2,0,0,0,Positive
496,jimmy kimmel tells people ipad mini new iphone 5s video httpfbme3ehihnvdn,0.0,15,15,101,5.8,3,2,0,0,Positive
497,ipodplayerpromo ipod ipad itunes promo ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,14,14,133,8.571428571428571,0,11,0,12,Positive
498,ipad gen 4c would nice lower priced tablet option fb,0.0,19,19,92,3.8947368421052633,7,1,0,1,Positive
499,jmlcolley think,0.0,6,6,30,4.166666666666667,0,0,0,1,Positive
500,maybe dyson announce joint exit phonevacuum markets see samsung copy,0.0,19,19,115,5.105263157894737,6,0,0,0,Positive
501,e tech iphone 5s available httpdlvrit3ybllz,0.0,9,11,69,6.555555555555555,0,0,0,3,Positive
502,smartphone os bold enough add cursing autocomplete android windowsphone dont know apples account,0.0,18,18,121,5.777777777777778,5,0,0,1,Positive
503,applequestionierr favourite fruit mikesleek tmk,0.0,6,6,60,9.166666666666666,0,2,0,1,Positive
504,anybody issues magicmouse try rechargeable batteries worth 30aud,0.0,22,22,131,5.0,10,3,0,1,Positive
505,nl nieuws doet niet mee met nfc tegenslag voor mobiel betalen heeft een bom gelegd onder httpbitlyyh1pyu,0.0,21,22,135,5.428571428571429,0,0,0,1,Positive
506,aheaux nu uh,0.0,4,4,20,4.25,0,0,0,0,Positive
507,virginmobileusa carry iphone 5s sprint,0.0,9,10,59,5.555555555555555,1,0,0,1,Positive
508,battalalgoos,0.0,2,2,20,9.5,0,0,0,0,Positive
509,main mata dengan iphone 5s warna emas,0.0,8,8,45,4.75,0,0,0,1,Positive
510,couldnt iphone 5s preorder date today god,0.0,13,13,69,4.384615384615385,4,0,0,0,Positive
511,c ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,9,9,82,8.222222222222221,0,6,0,7,Positive
512,sup ios7 yet,0.0,6,6,26,3.5,2,0,0,0,Positive
513,ipodplayerpromo ipod ipad itunes promo ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,14,14,133,8.571428571428571,0,11,0,12,Positive
514,si van cambiar celu lo hagan iphone de lo menos los que llegan chile vienen con problemas en 3g entel,0.0,26,26,120,3.6538461538461537,5,0,0,0,Positive
515,rt airwaysmagazine ship new iphones 9 different countries launch event use boeingairplanes 777,0.0,22,25,140,5.2727272727272725,6,0,1,1,Positive
516,usuarios chinos se sorprenden ante los nuevos dispositivos de httpowlyoooo5,0.0,13,13,95,6.384615384615385,1,3,0,0,Positive
517,technology fair 917 900 300 uc talk reps dell adobe take yurbuds challenge,0.0,22,22,127,4.818181818181818,6,0,0,1,Positive
518,like use apples fancy new fingerprint scanner httphuffto1fxeibw via huffposttech iphone5s mobile tech,0.0,19,20,140,6.368421052631579,0,3,0,0,Positive
519,phone wish announced monday httpowlyoqwmp phonebloks cb4g,0.0,12,15,89,6.25,2,2,0,2,Positive
520,never one shy away new technology burberry teaming w showcase upcoming collection httpbitly18couwn,0.0,20,20,136,5.85,6,0,0,0,Positive
521,discontinues cards app printing service recommends using iphoto instead httphtlyopzpm,0.0,12,12,105,7.833333333333333,1,1,0,0,Positive
522,ipodplayerpromo ipod ipad itunes promo ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,14,14,133,8.571428571428571,0,11,0,12,Positive
523,244tsuyoponzu auto,0.0,3,3,49,15.666666666666666,0,0,0,0,Positive
524,editoradraco que chiiiique,0.0,4,4,37,8.5,0,0,0,0,Positive
525,changed sure investors httpowlyomlds,0.0,11,11,71,5.545454545454546,3,0,0,0,Positive
526,marcgunther jocofino doesnt exepa chief richard windsorer lisa jackson work chris_c_horner,0.0,14,14,118,7.5,1,0,0,0,Positive
527,ayudamovistarve movistar said one unlook iphone4s,0.0,16,17,94,4.875,8,0,0,1,Positive
528,ei lusalazar olha um toque de morte na ibookstore worldwide httpfbmegh5nfcbe,0.0,13,13,95,6.384615384615385,1,0,0,0,Positive
529,davetwentyman quick dave phone pitch idea jedipad x,0.0,14,14,80,4.785714285714286,5,0,0,0,Positive
530,blindoldfreak true microsoft really shouldnt throw stone position side right,0.0,21,21,131,5.285714285714286,11,0,0,0,Positive
531,iphone 5s go preorder china next week iphone5s httpgoogl4jmh1h,0.0,14,14,92,5.642857142857143,4,2,0,0,Positive
532,lists app isnt working phonen dont understand,0.0,13,13,76,4.923076923076923,4,0,0,1,Positive
533,microsoft love design team done metro hate recent jab applewhy differentiate,0.0,22,22,135,5.181818181818182,10,0,0,0,Positive
534,confession actually,0.0,9,9,50,4.666666666666667,4,0,0,1,Positive
535,let iphones use gifs wallpapers,0.0,7,7,41,5.0,1,0,0,0,Positive
536,selalu seneng deh lihat video presentasi produk berasa banget pridenya meski pelit inovasinya,0.0,15,15,107,6.2,0,0,0,0,Positive
537,battalalgoos,0.0,3,11,32,7.333333333333333,0,0,0,0,Positive
538,ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune ipod generation,0.0,10,10,97,8.8,0,7,0,8,Positive
539,e tech iphone 5c available httpdlvrit3ylvbd,0.0,9,11,69,6.555555555555555,0,0,0,3,Positive
540,b_yond_beauty09 yet know coming tho feel,0.0,14,14,74,4.357142857142857,4,0,0,1,Positive
541,ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,8,8,80,9.125,0,6,0,6,Positive
542,pros cons ipad 4 httpatlawcom7rs7xt lawtechnews,0.0,11,12,79,6.181818181818182,3,1,0,0,Positive
543,write arabic mac laptop,0.0,10,10,91,8.2,4,0,0,0,Positive
544,ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,8,8,80,9.125,0,6,0,6,Positive
545,startup driven personality execution secret sauce bonus stock prediction httpowlyoqo28 glehel,0.0,18,19,135,6.5,3,2,0,0,Positive
546,hold_old jesus god dereksanders derek,0.0,6,6,48,7.166666666666667,0,0,0,1,Positive
547,guys think latest iphone 5s httpfbme2ckpba4ut,0.0,13,13,83,5.461538461538462,5,0,0,0,Positive
548,lusalazar em breve na google e saraiva tb,0.0,10,10,52,4.3,0,0,0,0,Positive
549,electrafood twitter ugh,0.0,6,6,38,5.5,2,0,0,1,Positive
550,know trademarked store design includes glass storefront recessed lighting oblong tables trademark ip,0.0,18,18,130,6.277777777777778,3,2,0,1,Positive
551,samsung aprovecha cobertura de para anunciarse httpbitly17y3cmg,0.0,8,8,77,8.75,0,0,0,0,Positive
552,google ya son las marcas favoritas httpbitly13ry27k,0.0,10,10,71,6.2,2,1,0,0,Positive
553,wheremyringat michaeljordan lmao know long line camp entire year,0.0,20,20,119,5.0,7,0,0,0,Positive
554,doctorveritas hey,0.0,3,3,25,7.666666666666667,0,0,0,0,Positive
555,yh news apples new iphone 5c cases face 1 2week delay online apples new case iphone 5c httpbitlyyh1pyu,0.0,23,24,135,4.869565217391305,3,0,0,3,Positive
556,burberry womenswear ss14 teaser shot iphone 5slfw httpyoutube4il5cerxp4a,0.0,12,12,98,7.25,1,0,0,1,Positive
557,hahaha people much time android vs pictwittercomkkq8femp04,0.0,14,15,101,6.214285714285714,4,0,0,0,Positive
558,preordered iphone5c today httpbitly1earplz pictwittercom8itaoafkp2,0.0,9,10,101,10.222222222222221,2,1,0,0,Positive
559,ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune ipod generation,0.0,10,10,97,8.8,0,7,0,8,Positive
560,howswelegant bubblemania lxforever oh tragic need help 211,0.0,15,15,92,5.2,3,0,1,5,Positive
561,iphone5c pictwittercomjhis5eispg,0.0,3,3,50,16.0,0,0,0,0,Positive
562,iphone 5s 5c everything need know httpbitly17qodni,0.0,11,11,75,5.909090909090909,3,0,0,0,Positive
563,rt bozaagency topicshighlights apples iphone 5s putins us pr firm twitters ipo socialwally brings social media hd screens,0.0,21,21,140,5.714285714285714,2,0,0,5,Positive
564,sell enough devices don_1za natz0711 mishi_za samsungsa infrastructure quite yet,0.0,15,16,115,6.666666666666667,3,0,0,0,Positive
565,c ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,9,9,82,8.222222222222221,0,6,0,7,Positive
566,ok gonna shout 1415 would anyone like donate iphone instagram adventure,0.0,26,26,135,4.230769230769231,11,0,1,1,Positive
567,im store ross park pittsburgh pa http4sqcom1eiaj4s,0.0,9,9,70,6.888888888888889,1,0,0,1,Positive
568,lafond66 mallow610 thats typical issue fingerprint imaging sensors dont like wet fingers cant precise image,0.0,20,20,134,5.75,3,0,0,0,Positive
569,ipodplayerpromo ipod ipad itunes promo ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,14,15,134,8.571428571428571,0,11,0,12,Positive
570,ipodplayerpromo ipod ipad itunes promo ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,14,15,134,8.571428571428571,0,11,0,12,Positive
571,aheaux guess mr smart guy nstuff,0.0,8,8,44,4.625,1,0,0,0,Positive
572,penyevatimetufikisha inakua wacwac kufikiria kama inc,0.0,7,7,62,8.0,0,1,0,0,Positive
573,counterpoint xconomy iphone 5s 5c everything amazing nobody happy httpsshrlcpj5yjp via shareaholic,0.0,19,20,136,6.157894736842105,2,0,0,2,Positive
574,new iphone 5s ans 5c think,0.0,11,11,50,3.6363636363636362,3,0,0,0,Positive
575,installed 1085 system update new desktop ui looks like metro without tiles pictwittercom4cfp5lk6hz,0.0,17,17,128,6.588235294117647,2,0,0,1,Positive
576,makes think store share fuel app happy fuel available app store behappy,0.0,26,31,133,3.9615384615384617,5,1,0,0,Positive
577,facebooktocom presentsapple store12 httpfbme1s22iorjt,0.0,4,4,109,26.5,0,0,0,0,Positive
578,nl nieuws gebruikt bewegingsprocessor maps heeft grote plannen met de bewegingsproces httpbitlyyh1pyu,0.0,16,17,135,7.4375,1,0,0,0,Positive
579,steve john whose tempted every onewho tim cook tried cook copied recipies dell,0.0,27,27,140,4.222222222222222,8,2,0,0,Positive
580,xfrancesjoanna crocs,0.0,3,3,29,9.0,0,0,0,0,Positive
581,tyga sell 1 million copies thegoldalbum us iphone users early like jay z magnacarta samsungmobileus,0.0,25,25,140,4.64,8,1,1,1,Positive
582,cago en tus muertos,0.0,6,6,29,4.0,0,0,0,0,Positive
583,clarifies touchid storage details calm potential security fears iphone httpfbmet2axa0ty,0.0,12,12,105,7.833333333333333,1,3,0,0,Positive
584,don_1za mishi_za samsungsa dont care regulates fact remains devices sold generate revenue,0.0,21,21,138,5.619047619047619,7,0,0,1,Positive
585,benigeri thanks paul given commercial potential retail partners im wondering didnt say ibeacon,0.0,20,20,135,5.8,7,0,0,0,Positive
586,like recent iphone stop,0.0,10,10,51,4.2,5,0,0,0,Positive
587,,0.0,1,1,6,6.0,0,0,0,0,Positive
588,iphone 5s tells us internet things httpbuffly1em7i8r,0.0,14,14,90,5.5,5,0,0,1,Positive
589,en diciembre tendre mi iphone 5s,0.0,8,8,43,4.5,0,1,0,1,Positive
590,iphones confirmed whats next httpusatly1eebgce via usatoday,0.0,10,11,86,7.6,1,1,0,1,Positive
591,wonder adds include white girl black guy maybe feel white guys black wen dont buy phones applecom,0.0,24,24,130,4.458333333333333,5,1,0,2,Positive
592,ayudamovistarve neither movistar unlocking mi iphone4s help,0.0,16,16,104,5.5625,5,0,0,1,Positive
593,im store summit mall fairlawn oh http4sqcom14gb9qw,0.0,9,9,70,6.888888888888889,1,0,0,1,Positive
594,make wrong decision well better worse term consumerbased innovation imo,0.0,19,20,110,4.7894736842105265,7,1,0,0,Positive
595,waathaaaaan,0.0,2,2,19,9.0,0,0,0,0,Positive
596,another look fingerprints feature think true false pictwittercomdbwtly6moh,0.0,15,17,110,6.266666666666667,5,0,0,0,Positive
597,analogdanny kms,0.0,3,3,23,7.0,0,0,0,0,Positive
598,vai toma cu,0.0,5,5,21,3.4,1,0,0,0,Positive
599,iphone 5s tells us internet things httpbuffly17vo9vn,0.0,14,14,90,5.5,5,0,0,1,Positive
600,ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune ipod generation,0.0,10,10,97,8.8,0,7,0,8,Positive
601,ill admit love iphone never fingerprint nsa gets fingerprints activists expect planted evidence,0.0,24,25,140,4.833333333333333,7,0,0,3,Positive
602,sobre el iphone 5c httpowlyopyn7 georgeoaks manolo_e69 lmuia yatayoye tech,0.0,11,12,93,7.454545454545454,0,2,0,0,Positive
603,store today guy next brought ipad cracked screen said found httpfbme2yczjotih,0.0,24,24,137,4.75,10,0,0,0,Positive
604,newsflash burberry collaborates springsummer 2014 show lfw httpowlyopzc5 httpfbme2rus2jzni,0.0,14,15,128,8.142857142857142,4,1,1,1,Positive
605,cherylcole iphone5c httpfbme2pmmkdyvh,0.0,4,4,51,12.0,0,1,0,0,Positive
606,exhibit_k fact emoji action haa write,0.0,17,17,91,4.411764705882353,8,0,0,1,Positive
607,needs emoji someone yoga pants could truly describe day emojis,0.0,21,21,105,4.0476190476190474,8,0,0,1,Positive
608,betehene ipad e yapilan yanlis bize yapilmistir,0.0,8,8,60,6.625,0,1,0,0,Positive
609,kaitlinbongo kaitlin ___,0.0,4,4,34,7.75,0,0,0,0,Positive
610,new patent ipad antireflective display httpbitly17wle65,0.0,7,10,73,9.142857142857142,0,1,0,0,Positive
611,ipodplayerpromo ipod ipad itunes promo ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,14,14,133,8.571428571428571,0,11,0,12,Positive
612,im store crocker park westlake oh http4sqcom14rqsyb,0.0,9,9,71,7.0,1,0,0,1,Positive
613,seeking lower tax rate airbnb follows google choosing ireland european hq httponforbes19rhh3k travel,0.0,18,19,132,6.333333333333333,4,1,0,1,Positive
614,apples new iphone5c available preorder apples online store friday 13th september,0.0,17,17,109,5.470588235294118,6,0,0,0,Positive
615,hey please add internet connection status indicator ios 7 wifi settings panel granular signal strength meter nice,0.0,22,22,138,5.318181818181818,2,0,1,0,Positive
616,,0.0,1,1,6,6.0,0,0,0,0,Positive
617,ipodplayerpromo ipod ipad itunes promo ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,14,14,133,8.571428571428571,0,11,0,12,Positive
618,plagiaat pictwittercommhvci5fsle,0.0,4,4,44,10.25,0,0,0,0,Positive
619,para cuando la ota de ios7gm apetece hacer copia de seguridad,0.0,14,14,76,4.5,1,0,0,0,Positive
620,could paypal announcements game changers mpayment landscape mcommerce bluetooth ir_magazine httpbitly18w3uph,0.0,16,16,138,7.6875,3,3,0,0,Positive
621,jzfan yall gonna come ijordans michaeljordanstop q dont night shift ir something,0.0,21,21,133,5.380952380952381,8,0,0,1,Positive
622,itunesfestival,0.0,12,13,63,4.25,0,0,0,10,Positive
623,resumen de la keynote de en 8 gifs claves ios 7 tiene fecha de lanzamiento 18092013 httpbitly17t8zxo,0.0,18,18,116,5.5,0,0,2,0,Positive
624,something wish called bbm thats ichooseblackberry10 bbm4all blackberry google,0.0,17,17,119,6.0588235294117645,4,3,0,3,Positive
625,cnnee microsoft es una potencia imparable en el mundo del desarrollo ahora tb en hardware es un subproducto con aires de mimo,0.0,23,23,138,5.043478260869565,0,0,0,1,Positive
626,mr_easyryder the_1nd_only365 yu kno issie slow collin lmaoo,0.0,9,9,68,6.666666666666667,0,0,0,0,Positive
627,windowsphone sure quick take videos blatantly calling done poor taste quality,0.0,22,22,130,4.954545454545454,9,0,0,0,Positive
628,bostonreid jasonreiner lol,0.0,4,4,35,8.0,0,0,0,0,Positive
629,yo need boxing glove emoji,0.0,9,9,43,3.888888888888889,1,0,0,0,Positive
630,beyonce,0.0,3,3,18,5.333333333333333,0,0,0,0,Positive
631,make stop sign emoji,0.0,6,6,29,4.0,1,0,0,0,Positive
632,exijo mi dinero de vuelta,0.0,6,6,32,4.5,0,0,0,0,Positive
633,php katanya low cost,0.0,5,5,31,5.4,0,0,0,0,Positive
634,doesnt ipod dinosaur emojis,0.0,8,8,47,5.0,3,0,0,0,Positive
635,,0.0,2,2,10,4.5,1,0,0,0,Positive
636,c ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,9,9,82,8.222222222222221,0,6,0,7,Positive
637,apples new iphone5c case reminds crocs sorry youre freaking retard,0.0,14,14,85,5.142857142857143,4,1,0,0,Positive
638,going create upgrade unsend text messages,0.0,14,14,75,4.428571428571429,6,0,0,0,Positive
639,iphone5c e iphone5s prezzi germania httpsharesiysw0 via techstationit,0.0,11,12,91,7.2727272727272725,2,2,0,0,Positive
640,important become developer world need people invent stuff tim cook ceo,-0.2,25,25,133,4.36,9,0,0,1,Negative
641,google chrome test test test ipad retina chrome really ugly page rendering luggies pictwittercomlh1k8r7tzu,-0.2,17,17,130,6.705882352941177,0,7,0,11,Negative
642,fulltimebro hip 110,-0.2,4,4,29,6.5,0,1,0,0,Negative
643,microsoft getting desperate willing pay 200 trade ipads tablets really venturebeat httpbitly18xpnxl,-0.2,18,19,138,6.666666666666667,5,2,0,0,Negative
644,google laughing laughing left love chrome stinks,-0.2,19,19,95,4.052631578947368,9,1,0,1,Negative
645,twohat007 ppl buy bc lodes ppl like dont ppl wold sell dont know,-0.2,31,32,136,3.3870967741935485,17,0,0,2,Negative
646,battalalgoos,-0.2,2,2,20,9.5,0,0,0,0,Negative
647,harder look apples iphone 5s security scanner allows users fingerprint become password httpowlyon4ub,-0.2,19,19,132,6.0,5,1,0,2,Negative
648,need emergency battery,-0.2,5,5,32,5.6,0,0,0,0,Negative
649,need somehow keep headphones attached phone times,-0.2,14,14,75,4.428571428571429,5,0,0,1,Negative
650,genius dude left laptop loading slow,-0.2,14,14,73,4.285714285714286,6,0,0,0,Negative
651,vp marketing quiet photogs let iphone photography httphtlyoptnw condescension anyone,-0.2,16,17,124,6.75,3,2,0,1,Negative
652,dear im sure im one types nerd lets stop putting red line thanks diego,-0.2,23,30,122,4.043478260869565,7,0,0,0,Negative
653,,-0.2,2,2,48,23.5,0,0,0,0,Negative
654,droclicquot neither soannoying,-0.2,6,6,46,6.833333333333333,1,1,0,1,Negative
655,pls safari reading list cloud,-0.2,8,8,46,4.875,1,1,0,1,Negative
656,iphone 5c battery life promoted 10 days stand time lol im sure wont need charge phone 10 days,-0.2,27,27,130,3.8518518518518516,7,0,2,2,Negative
657,deathmatch included autotext iphone huh gamers autotext dev team,-0.2,20,20,114,4.75,8,2,0,0,Negative
658,fantastic new phone concept davehakkens kind thing come httpthndrit14ifdtv,-0.2,19,19,128,5.7894736842105265,9,0,0,0,Negative
659,argh puedo entrar mi imac appstore,-0.2,9,9,48,4.444444444444445,1,0,0,0,Negative
660,need cholula emoji stat,-0.2,7,7,35,4.142857142857143,2,0,0,0,Negative
661,florinnitulescu nokia really taking helpthefellow,-0.2,9,10,70,6.777777777777778,2,1,0,0,Negative
662,nitotv wish could change allow us change background color black others appletv 2 3,-0.2,22,22,114,4.2272727272727275,6,0,2,1,Negative
663,tried preorder iphone5s last night couldnt im guessing theyre sold already verizonwireless,-0.2,18,18,120,5.722222222222222,3,0,0,1,Negative
664,anybody know whats going iphone 5 iphone5 pictwittercomqgm8gdrwfe,-0.2,12,12,90,6.583333333333333,3,1,0,0,Negative
665,gusta la letra c lo siento tontos,-0.2,10,10,47,3.8,1,0,0,1,Negative
666,release thumbprint protected password autofill feature thumb theft become evening news,-0.2,17,17,113,5.705882352941177,4,0,0,0,Negative
667,new iphone lets go buy samsung galaxy bridgetcarey cnet briantong,-0.2,15,17,95,5.266666666666667,2,3,0,1,Negative
668,darrensproat nokia yeah samsung pyrited,-0.2,11,11,70,5.454545454545454,3,0,0,0,Negative
669,make iphones waterproof,-0.2,5,5,35,6.2,1,0,0,0,Negative
670,love tv think netflix need fix tv autoplay process annoying,-0.2,24,24,119,4.0,7,0,0,4,Negative
671,lol rt thepartycow well well motorola using twitter fire back news go adambain pictwittercomnnk3vwqalu,-0.2,18,18,135,6.555555555555555,2,0,0,1,Negative
672,,-0.2,2,2,9,4.0,0,0,0,0,Negative
673,ybarra214amy well fault doesnt pal emoji,-0.2,12,12,70,4.916666666666667,0,0,0,10,Negative
674,icon accidentally deleted phone calendar teamiphone iphone iphone,-0.2,19,19,119,5.315789473684211,7,4,0,0,Negative
675,time short pictwittercomdxutjk5evo,-0.2,5,5,48,8.8,1,0,0,0,Negative
676,sagarkamesh wasnt hurt,-0.2,7,7,41,5.0,2,0,0,1,Negative
677,5s manita rt mizbuchitos mi banca rota es culpa de,-0.2,12,12,62,4.25,0,0,0,1,Negative
678,hold theyre playing remember deadmau5 yeah dont transfer call yet wait song finish tbt,-0.2,26,26,140,4.423076923076923,8,1,0,2,Negative
679,windowsphone throwin shade,-0.2,4,4,34,7.75,0,0,0,2,Negative
680,wont release ios7 phone already really want see difference person,-0.2,19,19,102,4.421052631578948,7,0,0,1,Negative
681,7evenstarz made statement female condom,-0.2,11,11,70,5.454545454545454,5,0,0,0,Negative
682,china convence httpcortas5oxn,-0.2,5,5,45,8.2,1,0,0,0,Negative
683,help fix screen bc doesnt work dropped didnt work anymore cracks screen,-0.2,29,29,138,3.793103448275862,15,0,0,1,Negative
684,itunes yall need add music que iphones ios 7,-0.2,15,15,71,3.8,5,0,1,0,Negative
685,yall gonna come ijordans michaeljordan,-0.2,11,11,70,5.454545454545454,4,0,0,0,Negative
686,store finally getting new phoneits real 4s crack,-0.2,18,18,96,4.388888888888889,8,0,0,0,Negative
687,need middle finger emoji make one,-0.2,9,9,44,4.0,2,0,0,1,Negative
688,yall jerks puttin 5s presale,-0.2,11,11,54,4.0,3,0,0,0,Negative
689,discontinues cards app printing service recommends using iphoto instead httphtlyopzqp,-0.2,12,12,105,7.833333333333333,1,1,0,0,Negative
690,ibeacon going dump nfc embrace internet things httpgooglpzqzsq,-0.2,16,16,101,5.375,6,0,0,1,Negative
691,phone tell work today,-0.2,10,10,45,3.6,3,0,0,1,Negative
692,nefarious says dont sweat data isnt stored servers cloud phone httpbitly1bgrund,-0.2,23,26,141,5.043478260869565,12,1,0,0,Negative
693,thanks second charger week pictwittercomcxbjgfjiay,-0.2,7,7,67,8.714285714285714,1,0,0,0,Negative
694,iphoneteam im moving japan teamiphone teamapple,-0.2,9,9,65,6.333333333333333,1,3,0,0,Negative
695,walmarts iphone discount defeated apples price controls walmart httpowlyoqlkj,-0.2,13,13,102,6.923076923076923,0,1,0,0,Negative
696,wanted waterproof front flash,-0.2,11,11,55,4.090909090909091,3,0,0,1,Negative
697,ivankostynyk verge much leakage prior event release didnt bring much new information,-0.2,20,20,124,5.25,7,0,0,0,Negative
698,tarekalaya blackberry google simple dualcores makes pieces iphone 5 benchmarks beats lot quadcores,-0.2,20,20,127,5.4,6,0,1,0,Negative
699,os x 1085 indirilmeye sunulmus,-0.2,6,6,39,5.666666666666667,0,0,0,2,Negative
700,dont send gold iphone 5s free kill mom pictwittercomhacmrms5i1,-0.2,18,18,103,4.777777777777778,7,0,0,2,Negative
701,lmao hate u rt jzfan yall gonna come ijordans michaeljordan,-0.2,17,17,95,4.647058823529412,5,0,0,1,Negative
702,home page light green advertising plastic iphone5c terrorists truly,-0.2,17,17,101,5.0,4,1,0,0,Negative
703,ios ios7 appstore applenws jonyive jonyive uglyapps ugly fixed pictwittercomes1ln0abgc,-0.2,13,13,119,8.23076923076923,0,8,0,0,Negative
704,cant trick speck socialparty2013 httpowlyon9uo,-0.2,6,6,62,9.5,0,1,0,0,Negative
705,hola bby eres sensual,-0.2,5,5,30,5.2,0,0,0,0,Negative
706,mobilekeverett wait immediately sold released,-0.2,14,14,89,5.428571428571429,6,0,0,0,Negative
707,want gold one wonder theyll interchange black iphone 5 year old greedy muthafreakers,-0.2,25,25,131,4.28,6,0,1,4,Negative
708,please tell created option group message iphone5s,-0.2,15,15,79,4.333333333333333,6,1,0,0,Negative
709,isnt nice pwc facebook 95 global corps disclose emisions httpbitly18xc8dk,-0.2,21,21,134,5.428571428571429,9,0,1,0,Negative
710,psst please let us customize icons groups apps ios devices,-0.2,15,15,81,4.466666666666667,4,0,0,0,Negative
711,create sturdier cords,-0.2,4,4,28,6.25,0,0,0,0,Negative
712,mishi_za natz0711 samsungsa perfect time move dont seem care,-0.2,16,16,95,5.0,7,0,0,0,Negative
713,raining 4 meant say pouring 1,-0.2,13,13,57,3.4615384615384617,5,0,2,0,Negative
714,vada_ydg u make middle finger emoji,-0.2,9,9,49,4.555555555555555,2,0,0,0,Negative
715,ibogost theatlantictech iphone5s jonyives banging champfered edges like cowbells,-0.2,15,15,117,6.866666666666666,4,2,0,0,Negative
716,argh la espera ha sido eterna quiero ya el nuevo macbook pro 2013,-0.2,15,15,75,4.066666666666666,0,0,1,0,Negative
717,guardiansustbiz cdp data addictions mean huge carbon emission,-0.2,10,10,75,6.6,1,0,0,1,Negative
718,hey ios7 ios go flat use 3d parallax effect homescreen needdepth fixcontrast,-0.2,18,18,107,5.0,4,4,0,1,Negative
719,annieftmccann darn em erthing,-0.2,8,8,47,5.0,2,0,0,0,Negative
720,japoneses acampan afuera de la tienda de en tokio para ser comprar los nuevos iphone 5s el 5c pictwittercom0xupojfq3z,-0.2,21,22,132,5.285714285714286,1,1,0,2,Negative
721,1 10 went bed woke next morning phone still 1,-0.2,21,21,89,3.2857142857142856,8,0,0,1,Negative
722,jzfan michaeljordan true ppl would lose act right happen lmao,-0.2,16,16,92,4.8125,5,0,0,0,Negative
723,iphone5s activist post unmasking real steve jobs httppostf06pn5 via po_st,-0.2,12,13,93,6.75,1,1,0,0,Negative
724,samsung need phones endless battery life,-0.2,12,12,64,4.416666666666667,3,0,0,0,Negative
725,wishing released plastic backed 5s obvious reasonsof course httpsdrvms163brns,-0.2,13,14,105,7.076923076923077,2,0,0,0,Negative
726,weird little upsetting theappleinc doesnt handle,-0.2,14,14,87,5.285714285714286,7,1,0,0,Negative
727,highsnobiety nokia lumia sick,-0.2,9,9,55,5.222222222222222,4,0,0,0,Negative
728,c ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,-0.2,9,9,82,8.222222222222221,0,6,0,7,Negative
729,ayudamovistarve mando al operador local para solicitar liberacion de mi iphone4s said movistar,-0.2,22,22,138,5.318181818181818,5,0,0,1,Negative
730,ha bdwallace thepartycow well well motorola using twitter fire back news go adambain pictwittercomc6mgamrqmi,-0.2,18,18,142,6.944444444444445,2,0,0,0,Negative
731,highlyhightori nah didnt liethey dont want using word tho,-0.2,15,15,90,5.066666666666666,5,0,0,0,Negative
732,ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune ipod generation,-0.2,10,10,97,8.8,0,7,0,8,Negative
733,buy ihop already turn threelegged race store nothing seems,-0.2,20,20,103,4.2,8,0,0,1,Negative
734,really wishing would offer 200 ipad 1 early adopters taken care,-0.2,19,19,100,4.315789473684211,6,0,0,0,Negative
735,ios7 need filters camera remove 2 3 black white filters pictwittercomz05b3sapoy,-0.2,23,23,127,4.565217391304348,8,1,2,0,Negative
736,quelquun peutil expliquer ce quest le low cost,-0.2,12,12,69,4.833333333333333,1,0,0,0,Negative
737,discontinues cards app printing service recommends using iphoto instead httphtlyopzpn,-0.2,12,12,105,7.833333333333333,1,1,0,0,Negative
738,days like fashion label electronics company httpqzcom123930 via qz,-0.2,16,17,105,5.5625,5,0,0,0,Negative
739,well taught alumnart mchoto curious mkt dept thought process really dont 5c 5 100 less new mkt share,-0.2,24,24,135,4.666666666666667,2,0,0,1,Negative
740,rt kemalnads jazzyjeff,-0.2,7,7,56,7.142857142857143,1,0,0,1,Negative
741,httpthndrit14ifdtv phonebloks samsung,-0.2,4,7,54,12.0,0,1,0,0,Negative
742,jonjonnyp queue person rest normals uglies 5s,-0.2,22,22,106,3.8636363636363638,11,0,0,0,Negative
